"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","regulation of molecular function","GO:0065009","0.000030221683648232545","4.519681344802786","3006","27","15","19513","XRCC5,TIMP1,CDKN1A,PTEN,TGFBR2,CCND1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,CD44,PPARA,PTK2B"
"GO:BP","regulation of G1/S transition of mitotic cell cycle","GO:2000045","0.00003083349728973542","4.51097721262372","150","27","5","19513","CDKN1A,PTEN,CCND1,TP53,RB1"
"GO:BP","cell migration","GO:0016477","0.00003226035011140112","4.491330923660496","1475","27","11","19513","PPIB,TIMP1,YES1,PTEN,TGFBR2,SMAD7,STAT3,CD44,PTK2B,DAPK2,FOXN1"
"GO:BP","cell development","GO:0048468","0.00003313806215839753","4.479672891768268","2193","27","13","19513","ATF4,XRCC5,CDKN1A,PTEN,TGFBR2,DICER1,SMAD7,HDAC1,STAT3,TP53,RB1,PPARA,PTK2B"
"GO:BP","regulation of muscle cell apoptotic process","GO:0010660","0.00003383084685169796","4.470687130842933","66","27","4","19513","ATF4,PTEN,TP53,PTK2B"
"GO:BP","regulation of kinase activity","GO:0043549","0.000033847585296416595","4.470472308658244","899","27","9","19513","XRCC5,CDKN1A,PTEN,TGFBR2,CCND1,MAP3K2,RB1,CD44,PTK2B"
"GO:BP","regulation of macromolecule metabolic process","GO:0060255","0.00003408768198206507","4.467402530499651","6386","27","21","19513","ATF4,XRCC5,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,CD44,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","developmental growth","GO:0048589","0.000034291119268372035","4.4648183392027985","659","27","8","19513","PPIB,CDKN1A,PTEN,TGFBR2,SMAD7,STAT3,TP53,PPARA"
"GO:BP","regulation of immune system process","GO:0002682","0.00003649761517262333","4.437735512288927","1499","27","11","19513","XRCC5,CDKN1A,YES1,TGFBR2,SMAD7,HDAC1,STAT3,RB1,PTK2B,DAPK2,FOXN1"
"GO:BP","intrinsic apoptotic signaling pathway","GO:0097193","0.0000372149059916737","4.429283073739124","288","27","6","19513","ATF4,CDKN1A,HDAC1,TP53,CD44,DAPK2"
"GO:BP","response to radiation","GO:0009314","0.00003994769453450444","4.398508279675009","464","27","7","19513","ATF4,XRCC5,TIMP1,CDKN1A,CCND1,MMP2,TP53"
"GO:BP","response to hormone","GO:0009725","0.000041361507533308735","4.3834036405750005","925","27","9","19513","TIMP1,CDKN1A,PTEN,TGFBR2,CCND1,HDAC1,STAT3,PPARA,PTK2B"
"GO:BP","positive regulation of cell population proliferation","GO:0008284","0.00004299477369457688","4.366584332642565","930","27","9","19513","TIMP1,CDKN1A,PTEN,TGFBR2,CCND1,HDAC1,STAT3,MMP2,PTK2B"
"GO:BP","muscle cell apoptotic process","GO:0010657","0.00004308598956937343","4.365663928026914","71","27","4","19513","ATF4,PTEN,TP53,PTK2B"
"GO:BP","response to nutrient levels","GO:0031667","0.00004688397198119323","4.32897560227065","477","27","7","19513","ATF4,CDKN1A,PTEN,TGFBR2,CCND1,TP53,PPARA"
"GO:BP","positive regulation of transferase activity","GO:0051347","0.00004763511366808394","4.322072794120942","693","27","8","19513","XRCC5,CDKN1A,PTEN,TGFBR2,CCND1,MAP3K2,CD44,PTK2B"
"GO:BP","cell growth","GO:0016049","0.00005035467985450525","4.297960160849395","483","27","7","19513","CDKN1A,TGFBR2,SMAD7,TP53,RB1,PPARA,PTK2B"
"GO:BP","regulation of cell cycle G1/S phase transition","GO:1902806","0.00005050625166989965","4.296654861530891","169","27","5","19513","CDKN1A,PTEN,CCND1,TP53,RB1"
"GO:BP","T cell activation","GO:0042110","0.000051879511441889005","4.285004122393099","486","27","7","19513","YES1,TGFBR2,SMAD7,STAT3,TP53,CD44,FOXN1"
"GO:BP","leukocyte activation","GO:0045321","0.00005406297009519651","4.2671000988422145","1249","27","10","19513","XRCC5,CDKN1A,YES1,TGFBR2,SMAD7,STAT3,TP53,CD44,PTK2B,FOXN1"
"GO:BP","regulation of hemopoiesis","GO:1903706","0.000054901070211773314","4.26041918956562","491","27","7","19513","TGFBR2,SMAD7,HDAC1,STAT3,RB1,PTK2B,FOXN1"
"GO:BP","response to organic cyclic compound","GO:0014070","0.00005733486284406378","4.241581222070078","969","27","9","19513","ATF4,CDKN1A,PTEN,TGFBR2,CCND1,HDAC1,STAT3,PPARA,PTK2B"
"GO:BP","apoptotic process","GO:0006915","0.00005792551430794617","4.237130101515347","1939","27","12","19513","ATF4,TIMP1,CDKN1A,PTEN,TGFBR2,DICER1,HDAC1,TP53,RB1,CD44,PTK2B,DAPK2"
"GO:BP","regulation of cell development","GO:0060284","0.000058177961040710786","4.235241503513248","972","27","9","19513","XRCC5,PTEN,DICER1,SMAD7,HDAC1,STAT3,TP53,PPARA,PTK2B"
"GO:BP","nitrogen compound metabolic process","GO:0006807","0.000060231174781486044","4.22017866603179","9903","27","25","19513","PPIB,ATF4,XRCC5,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,MMP2,TP53,RB1,CD44,FOXF2,PPARA,PFKP,PTK2B,HOXD8,DAPK2,FOXN1"
"GO:BP","negative regulation of cell differentiation","GO:0045596","0.00006303773824117162","4.200399377482333","725","27","8","19513","PTEN,DICER1,SMAD7,STAT3,TP53,RB1,PPARA,PTK2B"
"GO:BP","regulation of neuron death","GO:1901214","0.00006334455111652107","4.19829073708368","321","27","6","19513","ATF4,HDAC1,STAT3,TP53,PPARA,PTK2B"
"GO:BP","protein stabilization","GO:0050821","0.0000634144471998276","4.197811789052118","179","27","5","19513","PPIB,CDKN1A,PTEN,SMAD7,TP53"
"GO:BP","aging","GO:0007568","0.00006496291558628212","4.187334491854645","323","27","6","19513","TIMP1,CDKN1A,PTEN,TGFBR2,STAT3,TP53"
"GO:BP","cellular response to stimulus","GO:0051716","0.0000653524979459295","4.184737807878384","7383","27","22","19513","PPIB,ATF4,XRCC5,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,MMP2,TP53,RB1,CD44,PPARA,PFKP,PTK2B,DAPK2"
"GO:BP","response to extracellular stimulus","GO:0009991","0.00006671432897181193","4.175780877851802","510","27","7","19513","ATF4,CDKN1A,PTEN,TGFBR2,CCND1,TP53,PPARA"
"GO:BP","cellular nitrogen compound biosynthetic process","GO:0044271","0.00006671432897181193","4.175780877851802","4793","27","18","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","peptidyl-amino acid modification","GO:0018193","0.00006671432897181193","4.175780877851802","1288","27","10","19513","PPIB,YES1,PTEN,TGFBR2,SMAD7,HDAC1,STAT3,TP53,CD44,PTK2B"
"GO:BP","response to leptin","GO:0044321","0.00006849193684336426","4.164360552457178","24","27","3","19513","PTEN,CCND1,STAT3"
"GO:BP","cellular macromolecule biosynthetic process","GO:0034645","0.00007093369343301917","4.149147426365785","4817","27","18","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","response to light stimulus","GO:0009416","0.00007093369343301917","4.149147426365785","330","27","6","19513","ATF4,TIMP1,CDKN1A,CCND1,MMP2,TP53"
"GO:BP","regulation of reactive oxygen species metabolic process","GO:2000377","0.00007114232671722763","4.147871935271565","185","27","5","19513","CDKN1A,TGFBR2,STAT3,TP53,PTK2B"
"GO:BP","transcription initiation from RNA polymerase II promoter","GO:0006367","0.00007267529984511296","4.138613167733532","186","27","5","19513","CDKN1A,PTEN,CCND1,TP53,PPARA"
"GO:BP","cell motility","GO:0048870","0.0000766901492444571","4.115260417061753","1645","27","11","19513","PPIB,TIMP1,YES1,PTEN,TGFBR2,SMAD7,STAT3,CD44,PTK2B,DAPK2,FOXN1"
"GO:BP","localization of cell","GO:0051674","0.0000766901492444571","4.115260417061753","1645","27","11","19513","PPIB,TIMP1,YES1,PTEN,TGFBR2,SMAD7,STAT3,CD44,PTK2B,DAPK2,FOXN1"
"GO:BP","negative regulation of cardiac muscle tissue growth","GO:0055022","0.00008439433154741596","4.073686722335844","26","27","3","19513","PTEN,TGFBR2,PPARA"
"GO:BP","negative regulation of heart growth","GO:0061117","0.00008439433154741596","4.073686722335844","26","27","3","19513","PTEN,TGFBR2,PPARA"
"GO:BP","negative regulation of cellular process","GO:0048523","0.000084400546549009","4.07365474102304","4884","27","18","19513","ATF4,XRCC5,TIMP1,CDKN1A,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,TP53,RB1,CD44,FOXF2,PPARA,PTK2B,HOXD8"
"GO:BP","regulation of catabolic process","GO:0009894","0.000084400546549009","4.07365474102304","1030","27","9","19513","TIMP1,PTEN,SMAD7,STAT3,TP53,FOXF2,PPARA,PTK2B,DAPK2"
"GO:BP","wound healing","GO:0042060","0.00008643224611647312","4.063324200834067","536","27","7","19513","TIMP1,CDKN1A,PTEN,TGFBR2,HDAC1,CD44,PPARA"
"GO:BP","leukocyte differentiation","GO:0002521","0.00009141085076290059","4.039002249050075","541","27","7","19513","TGFBR2,SMAD7,STAT3,TP53,RB1,PTK2B,FOXN1"
"GO:BP","positive regulation of muscle cell apoptotic process","GO:0010661","0.00009215874057630278","4.035463468865518","27","27","3","19513","ATF4,PTEN,TP53"
"GO:BP","negative regulation of ATP metabolic process","GO:1903579","0.00009215874057630278","4.035463468865518","27","27","3","19513","STAT3,TP53,PPARA"
"GO:BP","cytokine-mediated signaling pathway","GO:0019221","0.00009542123208336806","4.020354980110425","779","27","8","19513","TIMP1,CDKN1A,CCND1,STAT3,MMP2,TP53,CD44,PTK2B"
"GO:BP","response to hypoxia","GO:0001666","0.00010061065214706839","3.9973560359422593","355","27","6","19513","PTEN,TGFBR2,MMP2,TP53,PPARA,PTK2B"
"GO:BP","cellular response to stress","GO:0033554","0.00010092395903265689","3.99600572136976","2073","27","12","19513","ATF4,XRCC5,CDKN1A,PTEN,CCND1,HDAC1,MAP3K2,MMP2,TP53,CD44,PPARA,PTK2B"
"GO:BP","macromolecule biosynthetic process","GO:0009059","0.00010092395903265689","3.99600572136976","4954","27","18","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","programmed cell death","GO:0012501","0.00010300933934489942","3.987123398187265","2078","27","12","19513","ATF4,TIMP1,CDKN1A,PTEN,TGFBR2,DICER1,HDAC1,TP53,RB1,CD44,PTK2B,DAPK2"
"GO:BP","regulation of protein kinase activity","GO:0045859","0.0001042878365291361","3.9817663419696845","791","27","8","19513","XRCC5,CDKN1A,PTEN,TGFBR2,CCND1,MAP3K2,RB1,PTK2B"
"GO:BP","T cell lineage commitment","GO:0002360","0.00011071748705506118","3.955783779918616","29","27","3","19513","STAT3,TP53,FOXN1"
"GO:BP","heart development","GO:0007507","0.00011071748705506118","3.955783779918616","561","27","7","19513","CDKN1A,PTEN,TGFBR2,SMAD7,TP53,RB1,PPARA"
"GO:BP","nucleobase-containing compound metabolic process","GO:0006139","0.00011170450413586454","3.951929314960363","5595","27","19","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PFKP,PTK2B,HOXD8,FOXN1"
"GO:BP","negative regulation of phosphate metabolic process","GO:0045936","0.00011479397315662871","3.9400809124043126","565","27","7","19513","CDKN1A,PTEN,SMAD7,STAT3,TP53,RB1,PPARA"
"GO:BP","negative regulation of phosphorus metabolic process","GO:0010563","0.0001156023066631257","3.9370335001622663","566","27","7","19513","CDKN1A,PTEN,SMAD7,STAT3,TP53,RB1,PPARA"
"GO:BP","peptidyl-tyrosine phosphorylation","GO:0018108","0.00011982501059685041","3.921452523928885","369","27","6","19513","YES1,HDAC1,STAT3,TP53,CD44,PTK2B"
"GO:BP","cellular response to gamma radiation","GO:0071480","0.00012016255602073705","3.9202308422082877","30","27","3","19513","XRCC5,CDKN1A,TP53"
"GO:BP","lymphocyte differentiation","GO:0030098","0.0001238150579625995","3.907226534698871","372","27","6","19513","TGFBR2,SMAD7,STAT3,TP53,PTK2B,FOXN1"
"GO:BP","peptidyl-tyrosine modification","GO:0018212","0.0001238150579625995","3.907226534698871","372","27","6","19513","YES1,HDAC1,STAT3,TP53,CD44,PTK2B"
"GO:BP","positive regulation of reactive oxygen species metabolic process","GO:2000379","0.00012676410394540734","3.8970037091157455","99","27","4","19513","CDKN1A,TGFBR2,TP53,PTK2B"
"GO:BP","negative regulation of neuron death","GO:1901215","0.00012959665379110372","3.8874062118822486","215","27","5","19513","ATF4,HDAC1,STAT3,PPARA,PTK2B"
"GO:BP","nucleic acid metabolic process","GO:0090304","0.00013839085830885095","3.8588925971418897","5080","27","18","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","cell surface receptor signaling pathway","GO:0007166","0.00014092334061994373","3.851017070318984","3007","27","14","19513","TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,SMAD7,HDAC1,STAT3,MMP2,TP53,RB1,CD44,PTK2B"
"GO:BP","negative regulation of potassium ion transport","GO:0043267","0.00014208870819666983","3.84744043412553","32","27","3","19513","ATF4,PTEN,PTK2B"
"GO:BP","anatomical structure formation involved in morphogenesis","GO:0048646","0.00014425557606111703","3.8408673906105677","1116","27","9","19513","PTEN,TGFBR2,DICER1,HDAC1,STAT3,MMP2,TP53,PPARA,PTK2B"
"GO:BP","circadian rhythm","GO:0007623","0.00014489032244225386","3.83896062108704","221","27","5","19513","ATF4,PTEN,HDAC1,TP53,PPARA"
"GO:BP","primary metabolic process","GO:0044238","0.00015114398379679505","3.820609134995286","10405","27","25","19513","PPIB,ATF4,XRCC5,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,MMP2,TP53,RB1,CD44,FOXF2,PPARA,PFKP,PTK2B,HOXD8,DAPK2,FOXN1"
"GO:BP","eye development","GO:0001654","0.00015576729682593177","3.807523716746036","390","27","6","19513","ATF4,TGFBR2,HDAC1,STAT3,FOXF2,ABCB5"
"GO:BP","regulation of response to stress","GO:0080134","0.00016125905103394903","3.7924759002351163","1453","27","10","19513","ATF4,XRCC5,PTEN,STAT3,MAP3K2,TP53,RB1,CD44,PPARA,PTK2B"
"GO:BP","gene expression","GO:0010467","0.000161978454581192","3.790542748906636","5756","27","19","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PTK2B,HOXD8,FOXN1"
"GO:BP","visual system development","GO:0150063","0.000161978454581192","3.790542748906636","394","27","6","19513","ATF4,TGFBR2,HDAC1,STAT3,FOXF2,ABCB5"
"GO:BP","negative regulation of mitotic cell cycle phase transition","GO:1901991","0.000161978454581192","3.790542748906636","227","27","5","19513","CDKN1A,PTEN,CCND1,TP53,RB1"
"GO:BP","macromolecule metabolic process","GO:0043170","0.000161978454581192","3.790542748906636","9491","27","24","19513","PPIB,ATF4,XRCC5,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,MMP2,TP53,RB1,CD44,FOXF2,PPARA,PTK2B,HOXD8,DAPK2,FOXN1"
"GO:BP","tube morphogenesis","GO:0035239","0.0001643189724846084","3.7843122894579695","854","27","8","19513","PTEN,TGFBR2,DICER1,SMAD7,STAT3,MMP2,PTK2B,FOXN1"
"GO:BP","heterocycle metabolic process","GO:0046483","0.00016617730586295052","3.7794282862766586","5772","27","19","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PFKP,PTK2B,HOXD8,FOXN1"
"GO:BP","blood vessel morphogenesis","GO:0048514","0.00016617730586295052","3.7794282862766586","607","27","7","19513","PTEN,TGFBR2,SMAD7,STAT3,MMP2,PTK2B,FOXN1"
"GO:BP","RNA metabolic process","GO:0016070","0.00016617730586295052","3.7794282862766586","4590","27","17","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,HOXD8,FOXN1"
"GO:BP","positive regulation of kinase activity","GO:0033674","0.00017038773851069247","3.7685616612638295","611","27","7","19513","XRCC5,CDKN1A,TGFBR2,CCND1,MAP3K2,CD44,PTK2B"
"GO:BP","regulation of biological quality","GO:0065008","0.00017038773851069247","3.7685616612638295","4060","27","16","19513","PPIB,ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,SMAD7,HDAC1,STAT3,TP53,RB1,PPARA,PTK2B,FOXN1,ABCB5"
"GO:BP","negative regulation of developmental growth","GO:0048640","0.00017038773851069247","3.7685616612638295","109","27","4","19513","CDKN1A,PTEN,TGFBR2,PPARA"
"GO:BP","sensory system development","GO:0048880","0.00017038773851069247","3.7685616612638295","400","27","6","19513","ATF4,TGFBR2,HDAC1,STAT3,FOXF2,ABCB5"
"GO:BP","negative regulation of organ growth","GO:0046621","0.00017207744637443142","3.7642760474934565","35","27","3","19513","PTEN,TGFBR2,PPARA"
"GO:BP","response to arsenic-containing substance","GO:0046685","0.00017207744637443142","3.7642760474934565","35","27","3","19513","ATF4,CDKN1A,PTEN"
"GO:BP","negative regulation of cardiac muscle tissue development","GO:0055026","0.00017207744637443142","3.7642760474934565","35","27","3","19513","PTEN,TGFBR2,PPARA"
"GO:BP","regulation of apoptotic signaling pathway","GO:2001233","0.000177403020776061","3.751038989379124","404","27","6","19513","PTEN,HDAC1,TP53,RB1,CD44,DAPK2"
"GO:BP","regulation of DNA biosynthetic process","GO:2000278","0.00017891401403943592","3.7473556405302895","111","27","4","19513","XRCC5,CDKN1A,TP53,PTK2B"
"GO:BP","locomotion","GO:0040011","0.0001793963307716591","3.746186443911311","1840","27","11","19513","PPIB,TIMP1,YES1,PTEN,TGFBR2,SMAD7,STAT3,CD44,PTK2B,DAPK2,FOXN1"
"GO:BP","cellular aromatic compound metabolic process","GO:0006725","0.0001793963307716591","3.746186443911311","5816","27","19","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PFKP,PTK2B,HOXD8,FOXN1"
"GO:BP","regulation of response to stimulus","GO:0048583","0.00019801279143304504","3.7033067538326536","4118","27","16","19513","ATF4,XRCC5,TIMP1,YES1,PTEN,TGFBR2,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,CD44,PPARA,PTK2B,DAPK2"
"GO:BP","regulation of cell growth","GO:0001558","0.00019974964548063494","3.6995139828071655","414","27","6","19513","CDKN1A,SMAD7,TP53,RB1,PPARA,PTK2B"
"GO:BP","carbohydrate metabolic process","GO:0005975","0.0002014020503484889","3.6959361124790138","631","27","7","19513","ATF4,PTEN,STAT3,TP53,PPARA,PFKP,PTK2B"
"GO:BP","chondrocyte hypertrophy","GO:0003415","0.0002042857300364549","3.6897619690644285","5","27","2","19513","TGFBR2,SMAD7"
"GO:BP","negative regulation of cell cycle phase transition","GO:1901988","0.0002047129412620417","3.688854701836561","243","27","5","19513","CDKN1A,PTEN,CCND1,TP53,RB1"
"GO:BP","negative regulation of apoptotic process","GO:0043066","0.0002047129412620417","3.688854701836561","890","27","8","19513","TIMP1,CDKN1A,PTEN,HDAC1,TP53,RB1,CD44,PTK2B"
"GO:BP","catabolic process","GO:0009056","0.00020801312348489592","3.6819092646656935","2689","27","13","19513","TIMP1,PTEN,DICER1,SMAD7,STAT3,MMP2,TP53,CD44,FOXF2,PPARA,PFKP,PTK2B,DAPK2"
"GO:BP","DNA-templated transcription, initiation","GO:0006352","0.000223788600086448","3.6501620404423827","248","27","5","19513","CDKN1A,PTEN,CCND1,TP53,PPARA"
"GO:BP","neuron apoptotic process","GO:0051402","0.00022729472919687618","3.6434106351384377","249","27","5","19513","ATF4,HDAC1,TP53,RB1,PTK2B"
"GO:BP","negative regulation of programmed cell death","GO:0043069","0.00023030533550123127","3.637696000585914","907","27","8","19513","TIMP1,CDKN1A,PTEN,HDAC1,TP53,RB1,CD44,PTK2B"
"GO:BP","signal transduction","GO:0007165","0.00023030533550123127","3.637696000585914","5924","27","19","19513","ATF4,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,MMP2,TP53,RB1,CD44,PPARA,PTK2B,DAPK2"
"GO:BP","regulation of apoptotic process","GO:0042981","0.00023072476707857774","3.636905783770074","1535","27","10","19513","ATF4,TIMP1,CDKN1A,PTEN,HDAC1,TP53,RB1,CD44,PTK2B,DAPK2"
"GO:BP","cellular metabolic process","GO:0044237","0.00023309611197247713","3.632464970421856","10667","27","25","19513","PPIB,ATF4,XRCC5,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,MMP2,TP53,RB1,CD44,FOXF2,PPARA,PFKP,PTK2B,HOXD8,DAPK2,FOXN1"
"GO:BP","G1/S transition of mitotic cell cycle","GO:0000082","0.000245420349128443","3.6100894304117808","254","27","5","19513","CDKN1A,PTEN,CCND1,TP53,RB1"
"GO:BP","response to wounding","GO:0009611","0.0002520936178501701","3.5984381490381074","658","27","7","19513","TIMP1,CDKN1A,PTEN,TGFBR2,HDAC1,CD44,PPARA"
"GO:BP","T cell differentiation","GO:0030217","0.0002529531079163923","3.596959980249691","256","27","5","19513","TGFBR2,SMAD7,STAT3,TP53,FOXN1"
"GO:BP","regulation of programmed cell death","GO:0043067","0.0002535676748246918","3.59590611175268","1555","27","10","19513","ATF4,TIMP1,CDKN1A,PTEN,HDAC1,TP53,RB1,CD44,PTK2B,DAPK2"
"GO:BP","response to stimulus","GO:0050896","0.00025564974054444016","3.592354643696979","8882","27","23","19513","PPIB,ATF4,XRCC5,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,MMP2,TP53,RB1,CD44,PPARA,PFKP,PTK2B,DAPK2,FOXN1"
"GO:BP","localization","GO:0051179","0.0002562891420178348","3.5912697928076702","6634","27","20","19513","PPIB,ATF4,XRCC5,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,SMAD7,HDAC1,STAT3,TP53,RB1,CD44,PPARA,PTK2B,DAPK2,FOXN1,ABCB5"
"GO:BP","regulation of localization","GO:0032879","0.00026480567232791845","3.577072716232603","2761","27","13","19513","ATF4,TIMP1,YES1,PTEN,TGFBR2,SMAD7,HDAC1,STAT3,TP53,RB1,PPARA,PTK2B,DAPK2"
"GO:BP","negative regulation of phosphorylation","GO:0042326","0.0002937941711053968","3.5319568248897846","449","27","6","19513","CDKN1A,PTEN,SMAD7,STAT3,RB1,PPARA"
"GO:BP","organic cyclic compound metabolic process","GO:1901360","0.0003043274532865169","3.5166588683021955","6046","27","19","19513","ATF4,XRCC5,CDKN1A,YES1,PTEN,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,TP53,RB1,FOXF2,PPARA,PFKP,PTK2B,HOXD8,FOXN1"
"GO:BP","negative regulation of biological process","GO:0048519","0.00031787784918817615","3.4977397341503838","5440","27","18","19513","ATF4,XRCC5,TIMP1,CDKN1A,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,TP53,RB1,CD44,FOXF2,PPARA,PTK2B,HOXD8"
"GO:BP","digestive tract development","GO:0048565","0.0003208962310419655","3.49363538370627","132","27","4","19513","CDKN1A,TGFBR2,RB1,FOXF2"
"GO:BP","reactive oxygen species metabolic process","GO:0072593","0.0003215861239758869","3.492702698762872","271","27","5","19513","CDKN1A,TGFBR2,STAT3,TP53,PTK2B"
"GO:BP","intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator","GO:0042771","0.00033018588205431857","3.4812415000525836","45","27","3","19513","CDKN1A,TP53,CD44"
"GO:BP","blood vessel development","GO:0001568","0.0003415664391064263","3.4665248078510595","695","27","7","19513","PTEN,TGFBR2,SMAD7,STAT3,MMP2,PTK2B,FOXN1"
"GO:BP","cell cycle G1/S phase transition","GO:0044843","0.0003415664391064263","3.4665248078510595","275","27","5","19513","CDKN1A,PTEN,CCND1,TP53,RB1"
"GO:BP","negative regulation of transferase activity","GO:0051348","0.00037060438667006756","3.4310894444468856","280","27","5","19513","CDKN1A,PTEN,SMAD7,TP53,RB1"
"GO:BP","positive regulation of immune system process","GO:0002684","0.0003888009359125488","3.4102726983209526","985","27","8","19513","XRCC5,CDKN1A,YES1,TGFBR2,STAT3,RB1,PTK2B,DAPK2"
"GO:BP","regulation of cell adhesion","GO:0030155","0.0003943746928709081","3.4040909616292785","712","27","7","19513","YES1,PTEN,TGFBR2,SMAD7,CD44,PPARA,PTK2B"
"GO:BP","regulation of protein stability","GO:0031647","0.0004111185079687356","3.386032971461531","287","27","5","19513","PPIB,CDKN1A,PTEN,SMAD7,TP53"
"GO:BP","organic substance metabolic process","GO:0071704","0.0004111185079687356","3.386032971461531","10970","27","25","19513","PPIB,ATF4,XRCC5,TIMP1,CDKN1A,YES1,PTEN,TGFBR2,CCND1,DICER1,SMAD7,HDAC1,STAT3,MAP3K2,MMP2,TP53,RB1,CD44,FOXF2,PPARA,PFKP,PTK2B,HOXD8,DAPK2,FOXN1"
"GO:BP","epithelial to mesenchymal transition","GO:0001837","0.00041232874809538734","3.384756384568174","142","27","4","19513","PTEN,TGFBR2,SMAD7,FOXF2"
"GO:BP","production of miRNAs involved in gene silencing by miRNA","GO:0035196","0.00041245005081944606","3.3846286385491258","49","27","3","19513","DICER1,STAT3,TP53"
"GO:BP","negative regulation of carbohydrate metabolic process","GO:0045912","0.00041245005081944606","3.3846286385491258","49","27","3","19513","STAT3,TP53,PPARA"
"GO:BP","defense response","GO:0006952","0.00042933141806477315","3.3672073291005797","1666","27","10","19513","XRCC5,TIMP1,YES1,STAT3,TP53,RB1,CD44,PPARA,PTK2B,FOXN1"
"GO:BP","negative regulation of striated muscle tissue development","GO:0045843","0.00043430652278344135","3.3622036479861883","50","27","3","19513","PTEN,TGFBR2,PPARA"
"GO:BP","vasculature development","GO:0001944","0.00043430652278344135","3.3622036479861883","726","27","7","19513","PTEN,TGFBR2,SMAD7,STAT3,MMP2,PTK2B,FOXN1"
"GO:BP","developmental maturation","GO:0021700","0.00043576581969608815","3.360746837649969","292","27","5","19513","CDKN1A,PTEN,MMP2,RB1,PTK2B"
"GO:BP","digestive system development","GO:0055123","0.0004368421220739842","3.3596754918639684","145","27","4","19513","CDKN1A,TGFBR2,RB1,FOXF2"
"GO:BP","regulation of cellular carbohydrate metabolic process","GO:0010675","0.00044571220288199795","3.3509454754678587","146","27","4","19513","STAT3,TP53,PPARA,PTK2B"
"GO:BP","cellular carbohydrate metabolic process","GO:0044262","0.00044571220288199795","3.3509454754678587","294","27","5","19513","PTEN,STAT3,TP53,PPARA,PTK2B"
